,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
105,"1831 February 3, Woodbourne, to Dear Brother, Philadelphia","Mentions ""History of Pennsylvania from its Discovery by Europeans"", by Thomas Francis Gordon, 1787-1860.",1831-02-03,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1831,2,3,February,Winter,darkred
107,"1831 April 11, Mauch Church, to Friend Henry Cope",,1831-04-11,Jim Thorpe (Pa.),"Author (aut): Brown, John, 1800-1859","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 40.87583333, 'long': -75.7322222222222}",40.87583333,-75.7322222222222,1831,4,11,April,Spring,green
108,"1831 June 7, Woodbourne, to Dear Brother, Philadelphia",,1831-06-07,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1831,6,7,June,Summer,yellow
109,"Letter from Thomas P. Cope to Jonathan Evans, 1831 July 22",,1831-07-22,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854","Addressee (rcp): Evans, Jonathan, 1759-1839","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1831,7,22,July,Summer,yellow
110,"1831 August 1, Philadelphia, to Sister",,1831-08-01,Philadelphia (Pa.),"Author (aut): Tyson, Eleanor Cope, 1807-1847","Addressee (rcp): Cope, Rachel Reeve, 1794-1863","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1831,8,1,August,Summer,yellow
112,"Letter from Thomas Pim Cope to Chas. Miner, 1831 December 10",,1831-12-10,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854","Addressee (rcp): Miner, Charles, 1780-1865","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1831,12,10,December,Winter,darkred
114,"1832 January 5, London, to Mr. Cope",,1832-01-05,London (England),"Author (aut): Washington, James A.",,"{'lat': 51.50833333, 'long': -0.125555555555556}",51.50833333,-0.125555555555556,1832,1,5,January,Winter,darkred
115,"Letter from J. R. Burden to Thomas P. Cope, 1832 January 07",,1832-01-07,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1875","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1768-185","{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,1,7,January,Winter,darkred
116,"Letter from J. R. Burden to Thomas P. Cope, 1832 January 12",,1832-01-12,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1876","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1768-185","{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,1,12,January,Winter,darkred
118,"1832 January 13, Woodbourne, to Dear Brother, Philadelphia (Pa.)",,1832-01-13,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1832,1,13,January,Winter,darkred
119,"Letter from Thomas Pim Cope to Jesse Burden, 1832 January 18",,1832-01-18,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854","Addressee (rcp): Burden, Jesse R., 1797-1875","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1832,1,18,January,Winter,darkred
120,"Letter from J. R. Burden to Thomas P. Cope, 1832 January 20",,1832-01-20,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1875",,"{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,1,20,January,Winter,darkred
121,"Letter from J. R. Burden to Thomas P. Cope, 1832 February 2",,1832-02-02,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1875",,"{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,2,2,February,Winter,darkred
123,"1832 February 6, Philadelphia, to dear Uncle",,1832-02-06,Philadelphia (Pa.),"Author (aut): Thomas, John D.","Addressee (rcp): Drinker, Joseph D., 1796-1881","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1832,2,6,February,Winter,darkred
124,"Letter from Thomas P. Cope to J. R. Burden, 1832 February 8",,1832-02-08,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854","Addressee (rcp): Burden, Jesse R., 1797-1875","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1832,2,8,February,Winter,darkred
125,"Letter from J. R. Burden to Thomas P. Cope, 1832 February 10",,1832-02-10,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1875",,"{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,2,10,February,Winter,darkred
126,"1832 February 15, Woodbourne, to Dear Brother, Philadelphia",,1832-02-15,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1832,2,15,February,Winter,darkred
127,"Letter from J. R. Burden to Thomas P. Cope, 1832 February 18",,1832-02-18,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1875",,"{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,2,18,February,Winter,darkred
128,"Letter from G. F. Mercer to Thomas P. Cope, 1832 March 25",,1832-03-25,Washington (D.C.),"Author (aut): Mercer, G. F.",,"{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1832,3,25,March,Spring,green
129,"Letter from J. R. Burden to Thomas P. Cope, 1832 March 26",,1832-03-26,Harrisburg (Pa.),"Author (aut): Burden, Jesse R., 1797-1875",,"{'lat': 40.27361111, 'long': -76.8841666666667}",40.27361111,-76.8841666666667,1832,3,26,March,Spring,green
130,"Letter from J. Harvey to Thomas P. Cope, 1832 May 1",,1832-05-01,New York (N.Y.),"Author (aut): Harvey, J.",,"{'lat': 40.71416667, 'long': -74.0058333333333}",40.71416667,-74.0058333333333,1832,5,1,May,Spring,green
131,"1832 August 18, Covington, to Dear Cousin",,1832-08-18,Luzerne County (Pa.),"Author (aut): Drinker, Richard",,"{'lat': 41.17694444, 'long': -75.9888888888889}",41.17694444,-75.9888888888889,1832,8,18,August,Summer,yellow
132,"1832 October 24, Philadelphia, to S.","Drafts of two letters to Susan Newbold (later Cope)--dated October 24 & November 7, 1832.",1832-10-24,Philadelphia (Pa.),"Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1832,10,24,October,Fall,orange
134,"1832 November 27, Philadelphia, to S.",Draft of letter to Susan Newbold (later Cope).,1832-11-27,Philadelphia (Pa.),"Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1832,11,27,November,Fall,orange
135,"1832 November 30, Philadelphia, to Mother",Note in another hand: R.R.C. to her mother Ruth Reeve Mbr,1832-11-30,Philadelphia (Pa.),"Author (aut): Cope, Rachel Reeve, 1794-1863","Addressee (rcp): Reeve, Ruth, 1764-1845","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1832,11,30,November,Fall,orange
136,"1832 December 4, Woodbourne, to My Dear Nephew, Philadelphia (Pa.)",William D. Cope describes sending these words to his nephew Thomas Pim Cope in a subsequent letter (hsc5005).,1832-12-04,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Thomas Pim, 1823-1900","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1832,12,4,December,Winter,darkred
137,"1832 December 9, Woodbourne, to Dear Brother, Philadelphia",,1832-12-09,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1832,12,9,December,Winter,darkred
138,"1832 December 10, Middletown, to Henry Cope, Philadelphia",,1832-12-10,"Middletown (Delaware County, Pa. : Township)","Author (aut): Reeve, John","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 39.90944444, 'long': -75.4311111111111}",39.90944444,-75.4311111111111,1832,12,10,December,Winter,darkred
139,"Letter from C. F. Bagge to Thomas P. Cope, 1833 February 5",,1833-02-05,"Salem (Winston-Salem, N.C.)",,,"{'lat': 36.09972222, 'long': -80.2441666666667}",36.09972222,-80.2441666666667,1833,2,5,February,Winter,darkred
140,"Letter from Jonathan Boorman to Thomas P. Cope, 1833 February 16",,1833-02-16,New York (N.Y.),"Author (aut): Boorman, Jonathan",,"{'lat': 40.71416667, 'long': -74.0058333333333}",40.71416667,-74.0058333333333,1833,2,16,February,Winter,darkred
141,"1833 March 3, Woodbourne, to Dear Brother, Philadelphia",,1833-03-03,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1833,3,3,March,Spring,green
142,"Letter from C. F. Bagge to Thomas P. Cope, 1833 March 4",,1833-03-04,"Salem (Winston-Salem, N.C.)","Author (aut): Bagge, C. F.",,"{'lat': 36.09972222, 'long': -80.2441666666667}",36.09972222,-80.2441666666667,1833,3,4,March,Spring,green
143,"Letter from C. F. Bagge to Thomas P. Cope, 1833 March 5",,1833-03-05,"Salem (Winston-Salem, N.C.)","Author (aut): Bagge, C. F.",,"{'lat': 36.09972222, 'long': -80.2441666666667}",36.09972222,-80.2441666666667,1833,3,5,March,Spring,green
144,"Letter from C. F. Bagge to Thomas P. Cope, 1833 March 19",,1833-03-19,"Salem (Winston-Salem, N.C.)","Author (aut): Bagge, C. F.",,"{'lat': 36.09972222, 'long': -80.2441666666667}",36.09972222,-80.2441666666667,1833,3,19,March,Spring,green
145,"1833 March 21, White Cottage, Woodbourne, to Susan Newbold",Draft of letter to Sarah Miller Walker.,1833-03-21,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Walker, Sarah Miller, 1799-1874","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1833,3,21,March,Spring,green
146,"1833 April, Woodbourne, to William D. Cope","Sarah expresses her sadness around the death of her two sisters. Hoping to gauge the sincerity of a ""suggestion"" by William, Sarah asks him to desribe her faults.",1833-04-01,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Walker, Sarah Miller, 1799-1874","Addressee (rcp): Cope, William D. (William Drinker), 1798-1873","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1833,4,1,April,Spring,green
147,"1833 April 25, Woodbourne, to Dear Brother, Philadelphia",,1833-04-25,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1833,4,25,April,Spring,green
148,"1833 May 14, Philadelphia, Dear Brother, Sunbury (Northumberland) PA",,1833-05-14,Philadelphia (Pa.),"Author (aut): Cope, Alfred, 1806-1875","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,5,14,May,Spring,green
149,"Copies of letters, 1833 May 18 and 1833 May 22",,1833-05-18/1833-05-22,New York (N.Y.),"Author (aut): Barr, John T.",,"{'lat': 40.71416667, 'long': -74.0058333333333}",40.71416667,-74.0058333333333,1833,5,18,May,Spring,green
150,"1833 May 22, Philadelphia, to Dear Brother, Woodbourne, Susquehanna Country, Pa",,1833-05-22,Philadelphia (Pa.),"Author (aut): Cope, Alfred, 1806-1875","Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,5,22,May,Spring,green
151,"1833 May 25, to My dear Sister","Pencil notations in margins by Elizabeth Stewardson Cope?
""Aunt Martha Pleasants to her sister Rachel R. Cope
May 25th, 1833 - )

x in pencil next to Sister Frances; at bottom of page, in pencil, in another hand, is written: x her sister in law Frances Pleasants Legate

in pencil, in different hand: Describes F.R.C., T.P.C. & M.D.C. as children
allusion to death of John Randolph of Roanoke

Bridgeton is located in Bucks County .

The City Hotel in Philadelphia was located at No. 41 N 3rd Street, and its proprietor was Edmund Badger. Both Badger and Dr. Joseph Parrish served as witnesses at John Randolph's death to ensure that his slaves would be manumitted and provided for as explained in his will. From Joseph Parrish, ""John Randolph, born June 2nd, 1773, died May 24th, 1833: remains removed from Roanoke to Richmond, December 13th, 1879: From the deposition of DrJoseph Parrish in John Randolph's Case"" (Philadelphia: George H. Buchanan, n.d.).",1833-05-25,"Germantown (Philadelphia, Pa.)","Author (aut): Leeds, Martha, 1810?-1888","Addressee (rcp): Cope, Rachel Reeve, 1794-1863","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1833,5,25,May,Spring,green
152,"1833 June 6, Philadelphia, to Dear Frank, Easton Northhampton County Penn",,1833-06-06,Philadelphia (Pa.),"Author (aut): Cope, Alfred, 1806-1875","Addressee (rcp): Cope, Francis Reeve, 1821-1909|Addressee (rcp): Cope, Henry, 1793-1865","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,6,6,June,Summer,yellow
153,"1833 June 7, Philadelphia, to Henry Cope, for Rachel R. Cope, Easton",,1833-06-07,Philadelphia (Pa.),"Author (aut): Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881","Addressee (rcp): Cope, Rachel Reeve, 1794-1863|Addressee (rcp): Cope, Henry, 1850-1924","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,6,7,June,Summer,yellow
154,"Letter from John T. Barr to ""Sir,"" 1833 June 14",,1833-06-14,Philadelphia (Pa.),"Author (aut): Barr, John T.",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,6,14,June,Summer,yellow
155,"1833 June 22, Philadelphia, to S.",Draft of letter to Susan Newbold (later Cope) during courtship.,1833-06-22,Philadelphia (Pa.),"Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,6,22,June,Summer,yellow
156,"1833 July June 25, Bloomsdale, to William D. Cope","Mis-dated July 25, actually written June 25, 1833 .

The letter was written by Susan to William in the year before their marriage, describing the concerns of Susan's regarding William's 7-month withdrawl from correspodence. She is noticably upset about this, but forgives William and ultimately tells him that she hopes they may retain the friendship they had prior, and that she should destroy this letter.",1833-06-25,Bristol (Pa.),"Author (aut): Cope, Susan L. Newbold, 1805-1872","Addressee (rcp): Cope, William D. (William Drinker), 1798-1873","{'lat': 40.10055556, 'long': -74.8516666666667}",40.10055556,-74.8516666666667,1833,6,25,June,Summer,yellow
157,"1833 June 27, Philadelphia, to S.","Draft of letter to Susan Newbold (later Cope).
 Includes partially accurate quotation of the second stanza of William Shakespeare's sonnet, ""The Reconcilement.""",1833-06-27,Philadelphia (Pa.),"Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,6,27,June,Summer,yellow
158,"1833 June 29, Philadelphia, to S.",,1833-06-29,Philadelphia (Pa.),"Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,6,29,June,Summer,yellow
159,"Letter from C. F. Bagge to Thomas P. Cope, 1833 July 2",,1833-07-02,"Salem (Winston-Salem, N.C.)","Author (aut): Bagge, C. F.",,"{'lat': 36.09972222, 'long': -80.2441666666667}",36.09972222,-80.2441666666667,1833,7,2,July,Summer,yellow
160,"1833 July 9, Woodbourne, to S.",,1833-07-09,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1833,7,9,July,Summer,yellow
161,"1833 July 11, Woodbourne",,1833-07-11,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1833,7,11,July,Summer,yellow
162,"1833 July 19, Philadelphia, to Rachel R. Cope, Deal, N.J.","In the hand of Elizabeth S. Cope:
 ""Letter from Francis R. Cope to his Mother, where he signs himself 'Thy affectionate nephew.' he was 12 yrs. old""",1833-07-19,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Rachel Reeve, 1794-1863","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,7,19,July,Summer,yellow
163,"1833 July 19, Philadelphia, to Mother","Letter reports on death and possible suicide of Elizabeth Biddle.
 
 See also Francis R. Cope (b. 1821) to Rachel R. Cope of July 19, 1833 on same subject.",1833-07-19,Philadelphia (Pa.),"Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Rachel Reeve, 1794-1863","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1833,7,19,July,Summer,yellow
164,"Letter from C. F. Bagge to Thomas P. Cope, 1833 July 22",,1833-07-22,"Salem (Winston-Salem, N.C.)","Author (aut): Bagge, C. F.",,"{'lat': 36.09972222, 'long': -80.2441666666667}",36.09972222,-80.2441666666667,1833,7,22,July,Summer,yellow
165,"1833 July 26, Sculltown, to My dear Mother",,1833-07-26,Auburn (N.J.),"Author (aut): Haines, Mary D. (Mary Drinker Cope), 1819-1890",,"{'lat': 39.71083333, 'long': -75.3675}",39.71083333,-75.3675,1833,7,26,July,Summer,yellow
