Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1826 September 12, Montrose, to Sisters, Philadelphia",,1826-09-12,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|Addressee (rcp): Tyson, Eleanor Cope, 1807-1847",hc:96877,"person:Haines, Mary D. (Mary Drinker Cope), 1819-1890",Death--Religious aspects--Society of Friends|Parental influences|Poetry,"HC.MC-1170, Box 6",hsc0454,"Bottom half of single sheet torn off and missing. Letter written by William D. Cope to his sisters Caroline and Eleanor reflecting upon the death of their mother, Mary Cope. Includes scripture quotations and William's own poetry.",/object/hc96877
"1826 October 22, to Brother, Philadelphia","Letter chronicles some of William D. Cope's visits to land tracts owned or previously owned by William Drinker in Susquehanna County, Pa. Prices for land and taxes in 1826 are mentioned throughout.
 
 William makes mention of land owners' using labor to pay road taxes instead of cash.
 
 Also contains William's account of getting lost on horseback in the forest of Susquehanna Co. during a thunderstorm, encountering what he believed could have been a panther.",1826-10-22,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",Walnut St. Wharf,Philadelphia (Pa.),"Dauphin County (Pa.)|Montrose (Susquehanna County, Pa.)|Susquehanna County (Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96878,"person:Drinker, William, 1795-",Deeds|Forest animals|Pennsylvania--Description and travel|Real property|Rural conditions|Surveying|Weather,"HC.MC-1170, Box 6",hsc0455,,/object/hc96878
"1827 April 7, Philadelphia, to My dearest brother",,1827-04-07,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Cope, Henry, 1793-1865","Addressee (rcp): Cope, Alfred, 1806-1875",hc:109631,,Faith|Spirituality|God|Brothers,"HC.MC-1170, Box 4",hsc1541,,/object/hc109631
"Letters from Thomas Pim Cope to Chas. Miner, 1827 April 30 and September 21",,1827-04-30/1827-09-21,business letters,,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854","Addressee (rcp): Miner, Charles, 1780-1865",hc:131756,,,"HC.MC-1242, Box 15, Folder 9",mc1242_15_09_59_001,,/object/hc131756
"1828 August 2, Woodbourne, to Brother, Philadelphia",,1828-08-02,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96879,"person:Cope, Alfred, 1806-1875|person:Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881",Banks and banking|Dividends|Loans|Shipping,"HC.MC-1170, Box 6",hsc0456,,/object/hc96879
"1828 September 10, Woodbourne, to Brother, Philadelphia",,1828-09-10,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96880,,Canals--Pennsylvania|Family-owned business enterprises|Loans,"HC.MC-1170, Box 6",hsc0457,,/object/hc96880
"1828 November 17, Woodbourne, to Brother, Philadelphia",Letter introduces a legal action brought by William Drinker against a Montrose store-keeper named Martin Curtis over issues of land ownership.,1828-11-17,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96881,"person:Cope, Alfred, 1806-1875|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Drinker, William, 1795-",Canals--Pennsylvania|Family-owned business enterprises|Loans|Real property,"HC.MC-1170, Box 6",hsc0458,,/object/hc96881
"Poem written for Elizabeth W. Cope by ""her attached Cara,"" 1828 December 5",,1828-12-05,letters (correspondence),,,Spruce St,Philadelphia (Pa.),Philadelphia (Pa.),,"Addressee (rcp): Cope, Elizabeth W. (Elizabeth Stokes Waln), 1780-1852",hc:129846,,,"HC.MC-1242, Box 7, Folder 7",mc1242_07_07_01,,/object/hc129846
"1828 December 12, Woodbourne, to Brother, Philadelphia",,1828-12-12,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",36 N Fourth St,Philadelphia (Pa.),"Economy (Pa.)|Friendsville (Pa.)|Montgomery County (Pa.)|Ohio River|Quakertown (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96882,,Canals--Pennsylvania|Public worship--Society of Friends|Shipping,"HC.MC-1170, Box 6",hsc0459,,/object/hc96882
"1829 February 16, Woodbourne, to Brother, Philadelphia",,1829-02-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Blue Ridge Mountains|Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96883,"person:Cope, Rachel Reeve, 1794-1863|person:Walker, Enoch P., d. 1838|person:Walker, George, 1797-1891",Clothing and dress|Country life|Family|Hunting|Winter,"HC.MC-1170, Box 6",hsc0460,,/object/hc96883
"Letter from Sandwith Drinker to his cousin, 1829 March",Recipient may have been Mary Drinker Cope,1829-03-01,letters (correspondence),,,,,,"Author (aut): Drinker, Sandwith, 1808-1858",,hc:128389,,,"HC.MC-1242, Box 3, Folder 4",mc1242_03_04_08_001,,/object/hc128389
"1829 March 30, to Dear Cousin",,1829-03-30,letters (correspondence),,,,,,"Author (aut): Drinker, Sandwith, 1808-1858",,hc:104187,"person:Louis, Mordecai",,"HC.MC-1170, Box 1",hsc0933,"Photocopy, original letter not present.",/object/hc104187
"1829 May 11, Woodbourne, to Brother, Philadelphia","Letter introduces a Scotch farmer recently hired by William D. Cope whose ""industry & fidelity"" William trusts out of the reputation of his countrymen. William regrets that the farmer has so many female relatives whom he cannot employ.
 
 Earliest reference to Elizabeth Stokes Waln Cope, second wife of father Thomas P. Cope, in letters of William D. Cope: ""our new Mother"".",1829-05-11,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Bradford County (Pa.)|Montrose (Susquehanna County, Pa.)|Nazareth (Pa.)|Philadelphia (Pa.)|Pocono Mountains (Pa.)|Wilkes-Barre (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96884,"person:Cope, Elizabeth W. (Elizabeth Stokes Waln), 1780-1852|person:Cope, Jasper, 1775-1856|person:Tyson, Eleanor Cope, 1807-1847",Country life|Farmers|Health|Letter writing|Pennsylvania--Description and travel,"HC.MC-1170, Box 6",hsc0461,,/object/hc96884
"Letter from Thomas Pim Cope to Henry Waln Drinker, 1829 May 12",,1829-05-12,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854","Addressee (rcp): Drinker, Henry W. (Henry Waln), 1787-1866",hc:130842,,,"HC.MC-1242, Box 7, Folder 2",mc1242_07_02_01_027,,/object/hc130842
"1829 May 27, Woodbourne, to Brother, Philadelphia",,1829-05-27,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96885,"person:Cope, Alfred, 1806-1875|person:Cope, Rachel Reeve, 1794-1863|person:Cope, Thomas P. (Thomas Pim), 1768-1854",Banks and banking|Country life|Gossip,"HC.MC-1170, Box 6",hsc0462,,/object/hc96885
"1829 June 29, Philada, to Brother",,1829-06-29,letters (correspondence),,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Cope, Henry, 1793-1865","Addressee (rcp): Cope, William D. (William Drinker), 1798-1873",hc:95086,"person:Cope, William D. (William Drinker), 1798-1873|person:Cope, Alfred, 1806-1875|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Yarnall, Ellis, 1757-1847|person:Yarnall, Charles, 1800-1877|corporate_body:Montezuma (Ship)","Finance, Personal|Nature|Health|Gossip|God|Shipping|Family-owned business enterprises|Recollection (Psychology)","HC.MC-1170, Box 4",hsc0250,,/object/hc95086
"1829 July 13, Woodbourne, to Brother, Philadelphia","Includes partial transcript of letter from Daniel Stroud to Enoch Walker on the subject of Hicksites and the 1827 separation.
 Note in other hand on last page reads: ""Hicksites- Quotation from letter of Daniel Stroud - W.D.C. improving his farm & buildings - Loves nature, ""James & Sally Biddle"" return to Montrose with relatives""",1829-07-13,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Friendsville (Pa.)|Philadelphia (Pa.)|Stroudsburg (Pa.)|Susquehanna County (Pa.)|Woodbourne (Susquehanna County, Pa.)|Lehigh Canal (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96886,"person:Bell, James, d. 1851|person:Carmalt, Caleb|person:Cope, Alfred, 1806-1875|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Stroud, Daniel, 1772-1846|person:Walker, Enoch P., d. 1838|person:Woolman, Joel, 1772-1850|person:Yarnall, Edward, 1799-1859",Country life|Dividends|Farmers|Hicksites|Loans|Society of Friends|Voyages and travels--Health aspects,"HC.MC-1170, Box 6",hsc0463,,/object/hc96886
"Legal agreement and letter from John T. Barr to the Treasurer of the Corporation of the Town of Portsmouth, 1829 September 12 and 1829 July 22",,1829-07-22/1829-09-12,legal documents|business letters,,,,,,"Author (aut): Barr, John T.",Addressee (rcp): Treasurer of the Corporation of the Town of Portsmouth,hc:134002,,,"HC-MC.1242, Box 11, Folder 6",mc1242_11_06_05,,/object/hc134002
"1829, August, 9, Philadelphia, to Dear Brother, Albany, N. Y.",,1829-08-09,letters (correspondence),,Philadelphia (Pa.),,Albany (N.Y.),"Montrose (Susquehanna County, Pa.)|Philadelphia (Pa.)|Albany (N.Y.)","Author (aut): Cope, Alfred, 1806-1875","Addressee (rcp): Cope, Henry, 1793-1865",hc:104190,"person:Cope, William D. (William Drinker), 1798-1873|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Morris, Israel W., 1776-1870",Measles|Business,"HC.MC-1170, Box 2",hsc0936,,/object/hc104190
"1829 August 25, Boston, to Father",Entire letter copied in another hand.,1829-08-25,letters (correspondence),,Boston (Mass.),,Philadelphia (Pa.),"Boston (Mass.)|Holyoke, Mount (Mass.)|Northampton (Mass.)|Nahant (Mass.)|Lynn (Mass.)","Author (aut): Cope, Henry, 1793-1865","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1768-1854",hc:95088,"person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Cope, Rachel Reeve, 1794-1863|person:Cope, Alfred, 1806-1875|corporate_body:Harvard University",Voyages and travels|Nature|Society of Friends|Seashore|Steamboats|Wounds and injuries|Family-owned business enterprises,"HC.MC-1170, Box 4",hsc0252,,/object/hc95088
"1829 August 29, New York, to children",,1829-08-29,letters (correspondence),,New York (N.Y.),,,New York (N.Y.)|Boston (Mass.)|Providence (R.I.)|Point Judith Harbor of Refuge (R.I.),"Author (aut): Cope, Henry, 1793-1865","Addressee (rcp): Haines, Mary D. (Mary Drinker Cope), 1819-1890|Addressee (rcp): Cope, Francis Reeve, 1821-1909|Addressee (rcp): Cope, Thomas Pim, 1823-1900",hc:95087,"person:Cope, William D. (William Drinker), 1798-1873|person:Cope, Alfred, 1806-1875|person:Haines, Mary D. (Mary Drinker Cope), 1819-1890|person:Cope, Francis Reeve, 1821-1909|person:Cope, Thomas Pim, 1823-1900",Voyages and travels,"HC.MC-1170, Box 4",hsc0251,,/object/hc95087
"Letter from William J. Duane to Jonathan Roberts, 1829 September 22",,1829-09-22,business letters,,Baltimore (Md.),,,Baltimore (Md.),"Author (aut): Duane, William J. (William John), 1780-1865","Addressee (rcp): Roberts, Jonathan",hc:133999,,,"HC-MC.1242, Box 11, Folder 6",mc1242_11_06_02,,/object/hc133999
"1829 October 7, Woodbourne, to Brother, Philadelphia",,1829-10-07,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96887,,,"HC.MC-1170, Box 6",hsc0464,,/object/hc96887
"Letter from Thomas P. Cope to the Pres. & Directors of the Ch & Del Canal Company, 1829 November 2",,1829-11-02,business letters,,Philadelphia (Pa.),,,Philadelphia (Pa.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1768-1854",,hc:135122,,,"HC.MC-1242, Box 14, Folder 2",mc1242_14_02_09_001,,/object/hc135122
"Letter from William Drinker Cope to Thomas Pim Cope, 1830 February 24",,1830-02-24,business letters,,"Woodbourne (Susquehanna County, Pa.)",36 N Fourth St,Philadelphia (Pa.),"Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1768-1854",,,,"MC.1242 II. Business Papers, Box 11, Folder 1",mc1242_11_01_12,Digitized and Cataloged by Aaron Sterngass,/398959
"1830 March 17, Woodbourne, to Brother, Philadelphia",,1830-03-17,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Luzerne County (Pa.)|Wilkes-Barre (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96888,"person:Walker, Sarah Miller, 1799-1874|corporate_body:Pennsylvania. General Assembly. House of Representatives",Canals--Pennsylvania|Family-owned business enterprises|Insurance companies,"HC.MC-1170, Box 6",hsc0465,,/object/hc96888
"1830 April 1, Woodbourne, to Brother, Philadelphia","Includes transcript of letter from Sharp D. Lewis, Treasurer of Luzerne County, to William D. Cope, regarding land speculation and particular tracts in Pennsylvania.
 Note in other hand on last page: ""Allusion to home with Enoch Walker & desire to have his own house""",1830-04-01,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Dauphin County (Pa.)|Philadelphia (Pa.)|Wilkes-Barre (Pa.)|Wyoming County (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96889,"person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Lewis, Sharp D.|person:Walker, Enoch P., d. 1838|person:Walker, Sarah Miller, 1799-1874",Cold (Disease)|Health|Land speculation,"HC.MC-1170, Box 6",hsc0466,,/object/hc96889
"1830 May 15, Woodbourne, to Brother, Philadelphia",,1830-05-15,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"New York (State)|Philadelphia (Pa.)|Susquehanna County (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96890,"person:Carmalt, Caleb|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Walker, Enoch P., d. 1838|person:Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881",Benevolence|Farms--Pennsylvania|Health|Hicksites|Income|Mental illness|Society of Friends,"HC.MC-1170, Box 6",hsc0467,,/object/hc96890
"Letter from M. Carpenter to Thomas P. Cope, 1830 May 21",,1830-05-21,business letters,,Buffalo (N.Y.),,Philadelphia (Pa.),Buffalo (N.Y.)|Philadelphia (Pa.),"Author (aut): Carpenter, M.",,hc:134192,,,"HC.MC-1242, Box 14, Folder 2",mc1242_14_02_10,,/object/hc134192
"1830 July 15, Woodbourne, to Brother, Philadelphia",,1830-07-15,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96891,,,"HC.MC-1170, Box 6",hsc0468,,/object/hc96891
"1830 July 29, Woodbourne, to Brother, Philadelphia","Includes William D. Cope's acknowledgment of Henry Cope's power of attorney, regarding collection of interest on loan to Chesapeake & Delaware Canal Co.
 William referenced Henry's description of ""ye proposed institution for imparting instruction in ye higher branches of learning to the children of Friends""--possibly an early reference to the Friends Central School, which preceded Haverford College.",1830-07-29,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Philadelphia (Pa.)|Springville (Pa. : Township)|Susquehanna County (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96892,"person:Cope, Rachel Reeve, 1794-1863|person:Walker, Enoch P., d. 1838|person:Walker, George, 1797-1891|person:Cope, Marmaduke Cooper, 1804-1897|corporate_body:Bank of the United States (1816-1836)","Education|Education, Higher--Parent participation|Family|Haverford College--History|Loans|Society of Friends","HC.MC-1170, Box 6",hsc0469,,/object/hc96892
"1830 August 23, Woodbourne, to Brother, Philadelphia","William's description to brother Henry of the fire that recently destroyed his farm dwelling in Woodbourne, Pa. and the inabilities to have the property insured.",1830-08-23,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|New York (N.Y.)|Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96893,"person:Price, Philip, 1764-1837|person:Walker, Enoch P., d. 1838",Farms--Pennsylvania|Fires|Insurance,"HC.MC-1170, Box 6",hsc0470,,/object/hc96893
"1830 September 2, Woodbourne, to Brother, Philadelphia",,1830-09-02,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Friendsville (Pa.)|Philadelphia (Pa.)|Stroudsburg (Pa.)|Wynnewood (Montgomery County, Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96894,"person:Bell, James, d. 1851|person:Cope, Rachel Reeve, 1794-1863|person:Morris, Israel W., 1776-1870|person:Stroud, Daniel, 1772-1846|person:Stroud, Eliza|person:Walker, Enoch P., d. 1838|person:Walker, George, 1797-1891",Anti-Masonic movements|Family|Fires,"HC.MC-1170, Box 6",hsc0471,,/object/hc96894
"1830 September 20, Woodbourne, to Sisters & Brother, Philadelphia","Two separate letters--the first addressed to ""Sisters, Caroline & Elenor"" and the second to ""Brother--sent as one to Henry Cope.",1830-09-20,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Montrose (Susquehanna County, Pa.)|New York (N.Y.)|Susquehanna County (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865|Addressee (rcp): Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|Addressee (rcp): Tyson, Eleanor Cope, 1807-1847",hc:96895,"person:Drinker, Henry W. (Henry Waln), 1787-1866|person:Walker, George, 1797-1891|person:Biddle, Sally",Family-owned business enterprises|Spirituality,"HC.MC-1170, Box 6",hsc0472,,/object/hc96895
"1830 October 16, Woodbourne, to Brother, Philadelphia",,1830-10-16,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,Philadelphia (Pa.),"Philadelphia (Pa.)|Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, William D. (William Drinker), 1798-1873","Addressee (rcp): Cope, Henry, 1793-1865",hc:96896,"person:Cockburn, James, 1776-1837|person:Cope, Thomas P. (Thomas Pim), 1768-1854|person:Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834|person:Louis XVIII, King of France, 1755-1824|person:Walker, George, 1797-1891|person:Washington, George, 1732-1799",Anti-Masonic movements|Capital punishment|France--History--1789-1900|Freemasonry,"HC.MC-1170, Box 6",hsc0473,,/object/hc96896
