Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1863 February 8, Connymede, to Cousin Sarah",,1863-02-08,letters (correspondence),Connymeade,"Overbrook (Philadelphia, Pa.)",,,,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Walker, Sarah Miller, 1799-1874",hc:95160,,,"HC.MC-1170, Box 3",hsc0334,,/object/hc95160
"1863 April 8, Aubury, to my family",About 1/6 of this letter has been torn off.,1863-04-08,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:104343,"Cope, Annette, 1843-1916|Cope, Edgar, 1838-1895|Cope, Susan L. Newbold, 1805-1872|Cope, Rachel Reeve, 1794-1863|Cope, Alfred, 1806-1875|Cope, Thomas Pim, 1823-1900",Health,"HC.MC-1170, Box 3",hsc1097,,/object/hc104343
"1863 July 9, Airdrie, to Father & Mother",,1863-07-09,letters (correspondence),Airdrie,Paoli (Pa.),,,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916",hc:104371,"Evans, Rachel Reeve Cope, 1850-1939|Brown, Mary|Brown, Susanna Sansom, 1826-1909|Cope, Ruthanna, 1834-1879|Tennyson, Alfred Tennyson, Baron, 1809-1892|Cox, John|Biddle, Christina|Hartshorne, Virginia",Voyages and travels,"HC.MC-1170, Box 3",hsc1125,Original copy extremely fragile. A small amount of text has been lost to paper fragments that have fallen off.,/object/hc104371
"1863 August 29, West Point, to Mother",,1863-08-29,letters (correspondence),,West Point (N.Y.),,,Hudson River (N.Y. and N.J.)|West Point (N.Y.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104372,"Cope, Clementine, 1835-1903|Evans, Rachel Reeve Cope, 1850-1939|Brown, Elizabeth H., b. 1840?",Voyages and travels,"HC.MC-1170, Box 3",hsc1126,,/object/hc104372
"1863 August 30, Catskill, to My dear Mother","The Mount Washington mentioned in the letter is likely not the Mount Washington located in New Hampshire, as it lies too far to be seen from the Catskills.",1863-08-30,letters (correspondence),,Catskill (N.Y.),,[Philadelphia (Pa.)],Catskill Mountains (N.Y.)|West Point (N.Y.)|Catskill (N.Y.)|Hudson River (N.Y. and N.J.)|Hudson Highlands (N.Y.)|Saratoga (N.Y.)|Lake George (N.Y.)|Boston (Mass.)|Nahant (Mass.)|Philadelphia (Pa.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:94938,"Cope, Clementine, 1835-1903",Voyages and travels,"HC.MC-1170, Box 3",hsc0100,,/object/hc94938
"1863 December 11, Awbury, to Cousin Clementine",,1863-12-11,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Clementine, 1835-1903",hc:94940,"Cope, Clementine, 1835-1903",Education,"HC.MC-1170, Box 3",hsc0102,,/object/hc94940
"1864 April 25, Baltimore, to Net",,1864-04-25,letters (correspondence),,Baltimore (Md.),,,Philadelphia (Pa.)|Baltimore (Md.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916",hc:104345,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Carey, Susan, 1821-1913|Coale, Alford, b. 1852|Cope, Francis Reeve, 1821-1909|Lytle, Hannah, 1814-1899|Carey, Ellen|Beecher, Thomas Kinnicut, 1824-1900|Beecher, Henry Ward, 1813-1887|Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881",Death,"HC.MC-1170, Box 3",hsc1099,,/object/hc104345
"1864 August 31, Springfield, Mass, to Papa and Mama","This letter is edited in ink, probably in E.S.C.'s own hand at a later date.",1864-08-31,letters (correspondence),,Springfield (Mass.),,[Philadelphia (Pa.)],"New England|Springfield (Mass.)|Newport (R.I.)|Worcester (Mass.)|Holyoke, Mount (Mass.)|New Haven (Conn.)|Philadelphia (Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:94941,"Cope, Anna Stewardson Brown, 1822-1916",Clothing and dress,"HC.MC-1170, Box 3",hsc0103,,/object/hc94941
"1864 October 9, Awbury, to Father and Mother",,1864-10-09,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Newport (R.I.)|New Jersey|Narragansett (R.I.)|Madagascar|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909",hc:104365,"Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Evans, Rachel Reeve Cope, 1850-1939|Cope, Ruthanna, 1834-1879|Cope, Thomas Pim, 1823-1900",Weather,"HC.MC-1170, Box 3",hsc1119,,/object/hc104365
"1864 October 18, Awbury, to Mama, Newport",,1864-10-18,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,Newport (R.I.),"Newport (R.I.)|Germantown (Philadelphia, Pa.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104373,"Cope, Francis Reeve, 1821-1909|Brown, Elizabeth H., b. 1840?|Brown, Susanna Sansom, 1826-1909|Evans, Rachel Reeve Cope, 1850-1939|Haines, Mary Rhoads, 1819-1905",Weather,"HC.MC-1170, Box 3",hsc1127,,/object/hc104373
1865 March 27 to My dearest children,1865 written in pencil next to date; handwriting changes midway through letter due to Clementine's change of posture/position and then reverts back to normal again.,1865-03-27,letters (correspondence),,[Baltimore (Md.)],,,Baltimore (Md.)|Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916",hc:94842,"Cope, Annette, 1843-1916",Baltimore (Md.)--History,"HC.MC-1170, Box 3",hsc0002,,/object/hc94842
"1865 April 11, B, to Mother and sisters","This letter was dated incorrectly (""64"") and edited in another hand. The correct date is 1865.",1865-04-11,letters (correspondence),,Baltimore (Md.),,[Philadelphia (Pa.)],Baltimore (Md.)|Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:94841,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944",Society of Friends,"HC.MC-1170, Box 3",hsc0001,,/object/hc94841
"1865 April 20, Haverford, to Clemmy","Edward D. offers spiritual advice to cousin Clementine, largely in the way of quotations from the New Testiment on suffering, consolation, judgment and forgiveness.

Edward describes his experience as a groomsman at the wedding of Elizabeth S. and Alexis T. Cope, which Clementine apparently must not have attended. He was very much impressed with a prayer by minister Samuel Emlen.

Edward plans on maving into the house previously owned by former Haverford School principal Joseph Harlan.",1865-04-20,letters (correspondence),,Haverford (Pa. : Township),,,Haverford (Pa. : Township),"Cope, E. D. (Edward Drinker), 1840-1897","Cope, Clementine, 1835-1903",hc:95199,"Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Annie Pim, 1840-1933|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Emlen, Samuel, 1829-1920|Garrett, Martha H., 1839-1927|Harlan, Joseph Gibbons, 1825-1857",Bible. New Testament|God|Grief|Marriage|Quakers--Peace Testimony|Spirituality|Suffering|Weddings,"HC.MC-1170, Box 3",hsc0376,,/object/hc95199
"1865 April 25, Baltimore, to Net","""64"" written in pencil and is an incorrect date .
Crosshatched, and stricken through, are the words ""They have very nice school books"" — the crosshatching matches the orientation of the text on the front page of the first sheet and is perpendicular to the text on the back page .
crosshatched along left side: ""[this?] [scribble] [week?] & think I should write to""]

The lack of connection between subject matters in the first two and second two pages of the letter, the different sizes of the two sheets of paper, and the style of pagination indicate that the sheets may be from two separate letters. Additionally, the letter has no closing .

The town of Athensville is mentioned in the letter. Situated several miles from Philadelphia, Athensville was named in 1811 by Dr. James Anderson, a local landholder. Athensville was rechristened Ardmore (Gaelic for high ground or hill) in 1873 .",1865-04-25,letters (correspondence),,Baltimore (Md.),,[Philadelphia (Pa.)],Ardmore (Pa.)|Philadelphia (Pa.)|Baltimore (Md.),"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916",hc:94843,"Beecher, Thomas Kinnicut, 1824-1900","Lincoln, Abraham, 1809-1865--Assassination","HC.MC-1170, Box 3",hsc0003,,/object/hc94843
"[1865 May ?], 190 Calvert st, to Mother and sisters","Although this letter was dated May 1865 by the archivist, it was probably written earlier. Because the letter describes Clementine's journey to Baltimore, it may predate her first letter written from Baltimore in March 1865 .

The boardinghouse, run by Miss Talbot, at which Clementine stays is located at 190 Calvert Street.",1865-05,letters (correspondence),190 Calvert St,Baltimore (Md.),,[Philadelphia (Pa.)],Baltimore (Md.)|Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:94849,"Tyson, Jesse",Boardinghouses,"HC.MC-1170, Box 3",hsc0009,,/object/hc94849
"1865 May 3, Baltimore, to Mother and Sisters","1865 written in pencil at top right
parenthetical, in pencil, below: ""(To all her Sarah now)""
Some significant portions of the letter are unreadable .",1865-05-03,letters (correspondence),,Baltimore (Md.),,[Philadelphia (Pa.)],Baltimore (Md.)|Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:94844,"Cope, Annette, 1843-1916",Clothing and dress,"HC.MC-1170, Box 3",hsc0004,,/object/hc94844
"1865 May 7, to Mother &c.",Probably missing pages at the end. Joseph Schofield Hopkins and Edgar Cope both attended Haverford College in 1855.,1865-05-07,letters (correspondence),,[Baltimore (Md.)],,,Baltimore (Md.)|Philadelphia (Pa.)|West Chester (Pa.),"Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:94845,"Tyson, Jesse|Yarnall, Mary|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Edgar, 1838-1895|Hopkins, Joseph Schofield, 1840-1926|Parry, Emma",Gossip,"HC.MC-1170, Box 3",hsc0005,,/object/hc94845
"1865 May 10, Baltimore, to Tom","Tom is Clementine's brother, Alexis Thomas Cope. ""Busy"" is a nickname for their brother Edgar Cope .

Both ""My Native Country, Thee"" and ""The Colored Volunteer"" were patriotic songs popular in the mid-nineteenth century. The latter was the regimental song of the Massachusetts 54th Colored Regiment, later portrayed in the film Glory.",1865-05-10,letters (correspondence),,[Baltimore (Md.)],[Haverford College],[Haverford (Pa. : Township)],Baltimore (Md.)|Haverford (Pa. : Township),"Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883",hc:94846,"Cope, Alexis T. (Alexis Thomas), 1850-1883",African Americans--History--1863-1877,"HC.MC-1170, Box 3",hsc0006,,/object/hc94846
"1865 May 16, Baltimore, to My dear cousin",This letter is probably addressed to Clementine's cousin Mary Coale Yarnall.,1865-05-16,letters (correspondence),,Baltimore (Md.),,,"Baltimore (Md.)|Germantown (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Yarnall, Mary",hc:94850,"Cope, Elizabeth Waln Stokes, 1823-1902",Freedmen--United States,"HC.MC-1170, Box 3",hsc0010,,/object/hc94850
"1865 May 21, Baltimore, to Mother and sisters","Dated by archivist : [1865]

Note in pencil at end of letter: ""Rec'd package by E Carey but have not [---] [---] & dont know when I shall get the thing made.""

Fairfield is the country home of Alfred Cope, father of Elizabeth Waln Cope, the bride ""Lilly"" mentioned in the letter. Fairfield was located on York Road near Olney Avenue. Elizabeth married Philip Cresson Garrett on May 18, 1865. (From Stokes' Stokes Cope Emlen Evans Genealogy, cht. 3 and p. 39.)

Federal Hill overlooks the city and harbor of Baltimore and is so named because of the celebrations held there in 1788 when Maryland ratified the Federal Constitution. (From Miller's Baltimore Transitions: Views of an American City in Flux, p. 16.)

The Copes' home in Susquehanna is Woodbourne .

The monument is probably the Washington Monument in Baltimore. Clemmy refers to it in an earlier letter. (Photograph scanned from Miller's Baltimore Transitions: Views of an American City in Flux, p. 119.)",1865-05-21,letters (correspondence),,Baltimore (Md.),,[Philadelphia (Pa.)],"Baltimore (Md.)|Philadelphia (Pa.)|Federal Hill (Baltimore, Md.)|Providence (R.I.)|Susquehanna County (Pa.)","Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:94847,"Tyson, Jesse",Baltimore (Md.)--History,"HC.MC-1170, Box 3",hsc0007,,/object/hc94847
"1865 June 7, B, to Mother and sister Annte","This letter appears to be a response to letters written by her mother and sister responding critically to her description of the party at Jesse Tyson's house .

Wynndown is likely the home in Overbrook, PA, of the Edward and Caroline Cope Yarnalls. The finding aid of MS Coll 1170 lists Wynndown as the 1873 home of Francis Cope Yarnall, Edward and Caroline's son.",1865-06-07,letters (correspondence),,Baltimore (Md.),,,Baltimore (Md.)|Philadelphia (Pa.),"Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872",hc:94848,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944",African Americans--History--1863-1877,"HC.MC-1170, Box 3",hsc0008,,/object/hc94848
"1865 June 10, Baltimore, to cousin Frank","Awbury is the Cope family enclave in Germantown, Philadelphia, PA.",1865-06-10,letters (correspondence),,Baltimore (Md.),,,"Baltimore (Md.)|Philadelphia (Pa.)|Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Yarnall, Francis Cope, 1830-1890",hc:94851,"Tyson, Jesse",African Americans--History--1863-1877,"HC.MC-1170, Box 3",hsc0011,,/object/hc94851
"1865 August 31, Conneymeade, to Dear Cousin Sarah",,1865-08-31,letters (correspondence),Connymeade,"Overbrook (Philadelphia, Pa.)",,,"Atlantic City (N.J.)|Montrose (Susquehanna County, Pa.)|Germantown (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)|Lancaster (Pa.)|Tunkhannock (Pa.)|Springville (Pa. : Township)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Walker, Sarah Miller, 1799-1874",hc:106330,"Cope, Susan L. Newbold, 1805-1872|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Amy Elizabeth Yarnall|Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|Cope, Eleanor, 1847-1860|Drinker, Frances, b. 1841|Cope, Clementine, 1835-1903|Walker, George, 1797-1891",,"HC.MC-1170, Box 3",hsc1443,,/object/hc106330
"1866 September 8, Awbury, to Father",Discusses at the wedding of Hannah Rhoads Haines and John Biddle Garrett.,1866-09-08,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Germantown (Philadelphia, Pa.)|New York (N.Y.)|Wissahickon Creek (Pa.)|London (England)|Newport (R.I.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:104378,"Cope, Anna Stewardson Brown, 1822-1916|Evans, William|Evans, John Wistar, 1836-1873|Emlen, Eleanor Cope, 1854-1920|Cope, Edgar, 1838-1895|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Thomas Pim, 1823-1900|Evans, Rachel Reeve Cope, 1850-1939|Stokes, John, 1800-1868|Cope, Annette, 1843-1916|Cope, Thomas P. (Thomas Pim), 1852-1944|Wordsworth, William, 1770-1850|Pope, Alexander, 1688-1744|Browning, Robert, 1812-1889|Tennyson, Alfred Tennyson, Baron, 1809-1892|Garrett, Hannah Rhoads Haines, 1846-1901|Carter, Rebecca, 1834-1914|Aertsen, Edith R., b. 1850?|Garrett, John Biddle, 1836-1924|Cope, Ruthanna, 1834-1879",Weddings,"HC.MC-1170, Box 3",hsc1132,,/object/hc104378
"1867 June 8, Newport, to Mother & Sisters",,1867-06-08,letters (correspondence),,Newport (R.I.),,,"Germantown (Philadelphia, Pa.)|New York (N.Y.)|Philadelphia (Pa.)|Boston (Mass.)|Newport (R.I.)","Cope, Clementine, 1835-1903","Cope, Susan L. Newbold, 1805-1872|Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104355,"Williams, Mary, 1795?-1871|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Garrett, Philip C. (Philip Cresson), 1834-1905|Williams, Hannah|Cope, Marmaduke Cooper, 1804-1897|Cope, Sarah|Cope, Alfred, 1806-1875|Cope, Rebecca Biddle, 1812-1876|Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881|Cope, William D. (William Drinker), 1798-1873|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",Voyages and travels,"HC.MC-1170, Box 3",hsc1109,,/object/hc104355
"1867 July 21, Laurel House, to Father",,1867-07-21,letters (correspondence),Laurel House,[Catskill (N.Y.)],,[England],Catskill (N.Y.)|Adirondack Mountains (N.Y.)|England,"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:94943,"Cope, Clementine, 1835-1903",Clothing and dress,"HC.MC-1170, Box 3",hsc0105,,/object/hc94943
"1867 August 8, Newport, to Father",,1867-08-08,letters (correspondence),,Newport (R.I.),,,"Newport (R.I.)|London (England)|Adirondack Mountains (N.Y.)|Catskill (N.Y.)|Chestnut Hill (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:104375,"Cope, Anna Stewardson Brown, 1822-1916|Evans, William|Brown, Elizabeth H., b. 1840?|Cope, Henry, 1850-1924|Cope, Thomas Pim, 1823-1900|Cope, Edgar, 1838-1895|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Amy Elizabeth Yarnall|Biddle, Anna S.",Health,"HC.MC-1170, Box 3",hsc1129,,/object/hc104375
"1867 August 25, Newport, to Father",The John Jenks referred to may be John Story Jenks (1839?-1923).,1867-08-25,letters (correspondence),,Newport (R.I.),,[England],Newport (R.I.)|Boston (Mass.)|Paris (France)|Adirondack Mountains (N.Y.)|Peace Dale (R.I.)|Conanicut Island (R.I.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:104376,"Yarnall, Ellis H., 1817-1905|Cope, Ruthanna, 1834-1879|Haines, Reuben, 1851-1920|Cope, Clementine, 1835-1903|Cope, Annette, 1843-1916|Longstreth, Thomas Kimber, 1851-1883|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Thomas P. (Thomas Pim), 1852-1944|Howell, Edward|Brown, John A., 1788-1872",Letter writing,"HC.MC-1170, Box 3",hsc1130,,/object/hc104376
"1867 September 1, Awbury, to Father",,1867-09-01,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Newport (R.I.)|New York (N.Y.)|Kensington (Philadelphia, Pa.)|White Mountains (N.H. and Me.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:104377,"Cope, Anna Stewardson Brown, 1822-1916|Evans, William|Kimber, Anthony, 1824?-1917|Cope, Francis Hazen, 1859-1909|Brown, Susanna Sansom, 1826-1909|Emlen, Eleanor Cope, 1854-1920|Warner, Yardley, 1815-1885|Haines, Reuben, 1851-1920|Cope, Alfred, 1857-1897|Merritt, George F.|Evans, Rachel Reeve Cope, 1850-1939|Whitall, James, 1834-1896|Randolph, Richard, 1822-1905|Ward, John|Ward, Elizabeth|Hartshorne, Henry, 1823-1897|Aertsen, Edith R., b. 1850?|Brown, Jeremiah, b. 1792?",Education,"HC.MC-1170, Box 3",hsc1131,,/object/hc104377
"1867 September 23, Awbury, to Father",,1867-09-23,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Brighton (England)|Switzerland|England|Germantown (Philadelphia, Pa.)|White Mountains (N.H. and Me.)|Montréal (Québec)|Québec (Québec)|Lake George (N.Y.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:104379,"Tuke, James H. (James Hack), 1819-1896|Yarnall, Ellis H., 1817-1905|Hartshorne, Virginia|Hartshorne, Henry, 1823-1897|Hartshorne, Mary Elizabeth Brown, b. 1823|Cope, Thomas Pim, 1823-1900|Brown, Elizabeth H., b. 1840?|Merrick, S. V. (Samuel Vaughan), 1801-1870|Evans, Rachel Reeve Cope, 1850-1939|Brown, John A., 1788-1872|Stokes, Francis, 1833-1917|Morris, Luke, 1858-1874|Howell, Joseph, 1823-1889|Howell, Edward|Cope, Clementine, 1835-1903",Homesickness,"HC.MC-1170, Box 3",hsc1133,,/object/hc104379
"1868 February 13, Awbury, to My dearest",,1868-02-13,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",,hc:104380,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Anna Stewardson Brown, 1822-1916",,"HC.MC-1170, Box 3",hsc1134,,/object/hc104380
"1868 October 1, Newport, to Rachel",,1868-10-01,letters (correspondence),,[Newport (R.I.)],,,Newport (R.I.)|Japan,"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:104382,"Cope, Anna Stewardson Brown, 1822-1916|Dickens, Charles, 1812-1870|Perry, Matthew Calbraith, 1794-1858|Collins, Alfred Morris, 1820-1895|Collins, Hannah R. Evans|Field, Kate, 1838-1896|Brown, Mary Farnum (""Mame"")",Statues,"HC.MC-1170, Box 3",hsc1136,,/object/hc104382
"1869, to My dear sister Anna & Lily & Chellie",,1869,letters (correspondence),,,,,Newport (R.I.)|Cape May (N.J.)|Haverford (Pa. : Township),"Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Ruthanna, 1834-1879|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Evans, Rachel Reeve Cope, 1850-1939",hc:106308,"Cope, Thomas Pim, 1823-1900|Cope, Clementine, 1835-1903|Stokes, Hetty N. (Hetty Newlin), 1838-1899|Cope, Henry, 1850-1924|Cope, Mary Stokes, 1853-1888|Emlen, Eleanor Cope, 1854-1920|Cope, Margaret, 1856-1948|Hacker, Hannah|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Anna Stewardson Brown, 1822-1916|Cope, Alfred, 1857-1897|Cope, Francis Reeve, 1821-1909|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, William Brown, 1854-1860|Cope, Rebecca Biddle, 1812-1876|corporate_body:Haverford College",Correspondence|Voyages and travels|Charities|Health|Photographs|Weddings|Luggage--Packing|Clothing and dress,"HC.MC-1170, Box 3",hsc1421,,/object/hc106308
